Name,URL,ISSN,"EconLit Coverage",Formerly,See
"Quarterly Review of Agricultural Economics",,0156-7446,"Jan. 1969, 22(1) - April-July 1978, 31(2-3)",,"Quarterly Review of the Rural Economy"
"Quarterly Review of Economics and Business",,0033-5797,"February 1961, 1(1) - Winter 1991, 31(4)",,"Quarterly Review of Economics and Finance"
"Quarterly Review of Economics and Finance",http://www.sciencedirect.com/science/journal/10629769,1062-9769,"Spring 1992, 32(1) - present","Quarterly Review of Economics and Business",
"Quarterly Review of the Rural Economy",,0156-7446,"May 1979, 1(2) - Aug. 1982, 4(3)","Quarterly Review of Agricultural Economics",
"Quarterly Selection of Articles",https://www.banque-france.fr/en/publications/banque-de-france-bulletins/quarterly-selection-of-articles.html,1778-2333,"Spring 2012, (25) - present",,
"RAND Journal of Economics",https://onlinelibrary.wiley.com/loi/17562171,0741-6261,"Spring 1984, 15(1) - present","Bell Journal of Economics",
"Rassegna Economica",https://www.sr-m.it/cp/rassegna-economica/,0390-010X,"Jan.-Feb. 1978, 42(1) - Nov.-Dec. 1985, 49(6); Jan.-March 1993, 57(1) - present",,
"Real Estate Economics",https://onlinelibrary.wiley.com/loi/15406229,1080-8620,"Spring 1995, 23(1) - present","Journal of the American Real Estate and Urban Economics Association",
"Recherches Economiques de Louvain",,0770-4518,"Aug. 1969, 35(3) - 2001, 67(2)",,"Recherches Economiques de Louvain/Louvain Economic Review"
"Recherches Economiques de Louvain/Louvain Economic Review",http://www.cairn.info/revue.php?ID_REVUE=REL,0770-4518,"2001, 67(3) - 2014, 80(4)","Recherches Economiques de Louvain",
"Recma: Revue Internationale de l'Economie Sociale",https://www.cairn.info/revue-recma.htm,0035-2020,"February 2010, 89(315) - present",,
REGION,http://openjournals.wu.ac.at/ojs/index.php/region/issue/archive,2409-5370,"2014, 1(1) - present",,
"Région et Développement",http://regionetdeveloppement.org/,1267-5059,"2001, (13) - present",,
"Regional and Sectoral Economic Studies",http://www.usc.es/~economet/eers.htm,1578-4460,"Jan.-June 2001, 1(1) - present",,
"Regional Science and Urban Economics",http://www.sciencedirect.com/science/journal/01660462,0166-0462,"March 1976, 6(1) - present",,
"Regional Science Inquiry",http://www.rsijournal.eu/?page_id=320,1791-5961,"August 2009, 1(1) - present",,
"Regional Science Perspectives",,0097-1197,"1979, 9(1) - 1992, 22(2)",,"Journal of Regional Analysis and Policy"
"Regional Studies",http://www.tandfonline.com/loi/cres20,0034-3404,"1976, 10(1) - present",,
Regulation,http://www.cato.org/pubs/regulation/regultn-arch.html,0147-0590,"1996, 19(1) - Fall 2002, 25(3)",,
"Regulation and Governance",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291748-5991/issues,1748-5983,"March 2007, 1(1) - present",,
"Research in Economics",http://www.sciencedirect.com/science/journal/10909443,1090-9443,"April 1997, 51(1) - present","Ricerche Economiche",
"Research in International Business and Finance",http://www.sciencedirect.com/science/journal/02755319,0275-5319,"April 2004, 18(1) - present",,
"Research in Law and Economics",,0193-5895,"1991, 13 - 1995, 17",,
"Research in Transportation Economics",http://www.sciencedirect.com/science/journal/07398859,0739-8859,"2008, 22 - present",,
"Research Journal of Business and Management",http://www.pressacademia.org/journals/rjbm/archives,2148-6689,"2014, 1(1) - 2017, 4(1)",,
"Research Policy",http://www.sciencedirect.com/science/journal/00487333,0048-7333,"March 1997, 26(1) - present",,
"Reserve Bank of India Occasional Papers",https://www.rbi.org.in/Scripts/HalfYearlyPublications.aspx?head=Occasional+Papers,0972-7493,"Summer-Monsoon 2003, 24(1-2) - present",,
"Resource and Energy Economics",http://www.sciencedirect.com/science/journal/09287655,0928-7655,"March 1993, 15(1) - present","Resources and Energy",
"Resources and Energy",,0165-0572,"Mar. 1988, 10(1) - Dec. 1992, 14(4)",,"Resource and Energy Economics"
"Resources Policy",http://www.sciencedirect.com/science/journal/03014207,0301-4207,"March 1992, 18(1) - present",,
"Rest: Journal of Politics and Development",https://therestjournal.com/back-issues/,2632-4911,"Winter 2019, 9(1) - present","Journal of Global Analysis",
"Review of Accounting Studies",https://link.springer.com/journal/volumesAndIssues/11142,1380-6653,"March 1996, 1(1) - present",,
"Review of African Political Economy",http://www.tandfonline.com/loi/crea20,0305-6244,"March 1996, 23(67) - present",,
"Review of Agricultural Economics",,1058-7195,"January 1992, 14(1) - December 2009, 31(4)",,"Applied Economic Perspectives and Policy"
"Review of Agricultural, Food and Environmental Studies",https://link.springer.com/journal/41130/volumes-and-issues,2425-6870,"June 2016, 97(1) - present","Revue d'Etudes en Agriculture et Environnement/Review of Agricultural and Environmental Studies",
"Review of Applied Economics",http://serialsjournals.com/archives.php?journals_id=244,0973-1687,"April 2005, 1(1) - January-December 2015, 11(1-2)",,
"Review of Applied Socio-Economic Research",http://reaser.eu/Archives.php,2247-6172,"2011, 1(1) - present",,
"Review of Asset Pricing Studies",https://academic.oup.com/raps/issue,2045-9920,"December 2011, 1(1) - present",,
"Review of Austrian Economics",https://link.springer.com/journal/volumesAndIssues/11138,0889-3047,"1992, 6(1) - present",,
"Review of Behavioral Economics",http://www.nowpublishers.com/RBE,2326-6198,"2014, 1(1-2) - present",,
"Review of Behavioral Finance",https://www.emerald.com/insight/publication/issn/1940-5979,1940-5979,"2009, 1-2(1) - present",,
"Review of Black Political Economy",https://journals.sagepub.com/loi/rbpa,0034-6446,"Fall 1979, 10(1) - present",,
"Review of Business and Economic Literature",http://www.rebel-journal.org,2034-7677,"March 2012, 57(1) - December 2013, 58(4)","Review of Business and Economics",
"Review of Business and Economic Research",,0362-7985,"Fall 1975, 11(1) - Spring 1984, 19(2)","Mississippi Valley Journal of Business and Economics",
"Review of Business and Economics",,0772-7674,"January-March 2008, 53(1) - October-December 2011, 56(4)","Tijdschrift voor Economie en Management","Review of Business and Economic Literature"
"Review of Business Research",http://www.rbr-journal.org/RBR-JOURNAL/Default.aspx,1546-2609,"2013, 13(1) - present",,
"Review of Corporate Finance",www.nowpublishers.com/rcf,2693-9312,"2021, 1(1-2) - present",,
"Review of Corporate Finance Studies",https://academic.oup.com/rcfs/issue,2046-9128,"September 2012, 1(1) - present",,
"Review of Derivatives Research",https://link.springer.com/journal/volumesAndIssues/11147,1380-6645,"1996, 1(1) - present",,
"Review of Development Economics",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-9361/issues,1363-6669,"Feb. 1997, 1(1) - present",,
"Review of Development Finance",https://journals.co.za/loi/rdfin,1879-9337,"2019, 9(1) - present",,
"Review of Economic Analysis",http://www.rofea.org/index.php?journal=journal&page=issue&op=archive,1973-3909,"2009, 1 - present",,
"Review of Economic and Business Studies",http://rebs.feaa.uaic.ro/archive.html,1843-763X,"2008, (1) - present",,
"Review of Economic Conditions in Italy",http://www.economiaitaliana.eu/archivio/review-economic-conditions-italy/,0034-6799,"Jan. 1969, 23(1) - 2012, (1)",,
"Review of Economic Design",https://link.springer.com/journal/volumesAndIssues/10058,1434-4742,"1997-1998, 3(1) - present","Economic Design",
"Review of Economic Dynamics",http://www.sciencedirect.com/science/journal/10942025,1094-2025,"Jan. 1998, 1(1) - present",,
"Review of Economic Perspectives",https://content.sciendo.com/view/journals/revecp/revecp-overview.xml?language=en&tab_body=toc-79891,1213-2446,"2010, 10(1) - present",,
"Review of Economic Research on Copyright Issues",http://www.serci.org/rerci_pages/sortby_year.php,1698-1359,"June 2004, 1(1) - present",,
"Review of Economic Sciences",,1109-2629,"2001, (1) - 2009, (16)",,
"Review of Economic Studies",https://academic.oup.com/restud/issue,0034-6527,"October 1933, 1(1) - present",,
"Review of Economics and Development Studies",http://reads.spcrd.org/index.php/reads/issue/archive,2519-9692,"2015, 1(1) - present",,
"Review of Economics and Economic Methodology",http://www.reemslovenia.com/,2536-1953,"Autumn 2016, 1(1) - present",,
"Review of Economics and Finance",http://www.bapress.ca/refarchives.php,1923-7529,"2011, 1(1) - 2011, (3)",,
"Review of Economics and Institutions",http://www.rei.unipg.it/rei/issue/archive,2038-1379,"Spring 2010, 1(1) - present",,
"Review of Economics and Political Science",https://www.emerald.com/insight/publication/issn/2631-3561?_ga=2.222089048.1960936316.1622034595-133737450.1622034595,2631-3561,"2018, 3(2) - present",,
"Review of Economics and Statistics",http://www.mitpressjournals.org/loi/rest,0034-6535,"January 1919, 1(1) - present",,
"Review of Economics of the Household",https://link.springer.com/journal/volumesAndIssues/11150,1569-5239,"January-April 2003, 1(1-2) - present",,
"Review of Economics/Jahrbuch für Wirtschaftswissenschaften",https://www.degruyter.com/view/j/roe,2366-035X,"2016, 67(3) - present","Jahrbuch für Wirtschaftswissenschaften/Review of Economics",
"Review of Environmental Economics and Policy",https://www.journals.uchicago.edu/toc/reep/current,1750-6816,"Winter 2007, 1(1) - present",,
"Review of Finance",https://academic.oup.com/rof/issue,1572-3097,"2004, 8(1) - present","European Finance Review",
"Review of Finance and Banking",http://www.rfb.ase.ro,2067-2713,"December 2009, 1(1) - present",,
"Review of Financial Economics",https://onlinelibrary.wiley.com/loi/18735924,1058-3300,"Fall 1991, 1(1) - present",,
"Review of Financial Studies",https://academic.oup.com/rfs/issue,0893-9454,"1989, 2(1) - present",,
"Review of Futures Markets",http://rfmjournal.com/en/Journal-Archives.html,0898-011X,"Summer 2005, 14(1) - 2016, 2(2)",,
"Review of Income and Wealth",https://onlinelibrary.wiley.com/loi/14754991,0034-6586,"March 1966, 12(1) - present",,
"Review of Industrial Organization",https://link.springer.com/journal/volumesAndIssues/11151,0889-938X,"Spring 1984, 1(1) - present",,
"Review of Integrative Business and Economics Research",http://buscompress.com/view-articles.html,2414-6722,"2012, 1(1) - present",,
"Review of International Economics",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-9396/issues,0965-7576,"Nov. 1992, 1(1) - present",,
"Review of International Organizations",https://link.springer.com/journal/volumesAndIssues/11558,1559-7431,"March 2006, 1(1) - present",,
"Review of International Political Economy",http://www.tandfonline.com/loi/rrip20,0969-2290,"Spring 1994, 1(1) - present",,
"Review of International Studies",https://www.cambridge.org/core/journals/review-of-international-studies,0260-2105,"Jan. 1992, 18(1) - present",,
"Review of Islamic Economics",http://iiibf.org/elief-rie.html,0962-2055,"2006, 10(1) - 2011, 15(2)",,
"Review of Keynesian Economics",http://www.elgaronline.com/roke,2049-5323,"Autumn 2012 - present",,
"Review of Law and Economics",http://www.degruyter.com/view/j/rle,2194-6507,"April 2005, 1(1) - present",,
"Review of Marketing and Agricultural Economics",,0034-6616,"March 1969, 37(1) - Dec. 1996, 64(3)",,
"Review of Marketing Science",http://www.degruyter.com/view/j/roms,2194-5985,"2003, 1 - present",,
"Review of Middle East Economics and Finance",http://www.degruyter.com/view/j/rmeef,1475-3685,"April 2003, 1(1) - present",,
"Review of Network Economics",http://www.degruyter.com/view/j/rne,2194-5993,"March 2002, 1(1) - present",,
"Review of Pacific Basin Financial Markets and Policies",http://www.worldscientific.com/loi/rpbfmp,0219-0915,"March 1998, 1(1) - present",,
"Review of Political Economy",http://www.tandfonline.com/loi/crpe20,0953-8259,"1992, 4(1) - present",,
"Review of Public Data Use",,0092-2846,"Dec. 1980, 8(4) - Dec. 1984, 12(4)",,"Journal of Economic and Social Measurement"
"Review of Quantitative Finance and Accounting",https://link.springer.com/journal/volumesAndIssues/11156,0924-865X,"March 1995, 5(1) - present",,
"Review of Radical Political Economics",https://journals.sagepub.com/loi/rrp,0486-6134,"May 1969, 1(1) - present",,
"Review of Regional Research",https://link.springer.com/journal/volumesAndIssues/10037,0173-7600,"February 2014, 34(1) - present","Jahrbuch für Regionalwissenschaft/Review of Regional Research",
"Review of Regional Studies",https://rrs.scholasticahq.com/issues,0048-749X,"Winter 1970-71, 1(2) - present",,
"Review of Social Economy",http://www.tandfonline.com/loi/rrse20,0034-6764,"December 1942, 1(1) - present",,
"Review of Social Sciences",https://www.css-en.nccu.edu.tw/review-of-social-sciences,1995-6584,"April 2012, 6(1) - June 2017, 11(1)",,
"Review of Urban and Regional Development Studies",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-940X/issues,0917-0553,"January 1996, 8(1) - November 2019, 31(3)",,
"Review of World Economics/Weltwirtschaftliches Archiv",https://link.springer.com/journal/volumesAndIssues/10290,1610-2878,"2003, 139(1) - present","Weltwirtschaftliches Archiv/Review of World Economics",
"Revija za Pravo i Ekonomiju/Review for Law and Economics",https://pf.unmo.ba/nir/revija-za-pravo-i-ekonomiju.aspx,1512-6706,"2005, 6(1) - present",,
"Revista Brasileira de Economia",http://bibliotecadigital.fgv.br/ojs/index.php/rbe,0034-7140,"Jan.-March 1995, 49(1) - present",,
"Revista Brasileira de Economia de Empresas/Brazilian Journal of Business Economics",https://portalrevistas.ucb.br/index.php/rbee,1676-8000,"September-December 2002, 1(1) - present",,
"Revista Brasileira de Estudos Regionais e Urbanos",https://revistaaber.org.br/rberu/issue/archive,1981-3953,"July 2018, 12(1) - present",,
"Revista Brasileira de Finanças",http://bibliotecadigital.fgv.br/ojs/index.php/rbfin/issue/archive,1679-0731,"June 2003, 1(1) - present",,
"Revista Ciencias Económicas",http://revistas.ucr.ac.cr/index.php/economicas/issue/archive,0252-9521,"2013, 31(1) - present",,
"Revista Ciencias Estratégicas",http://revistas.upb.edu.co/index.php/cienciasestrategicas/issue/archive,1794-8347,"January-June 2010, 18(23) - present",,
"Revista CIFE: Lecturas de Economia Social",https://revistas.usantotomas.edu.co/index.php/cife/issue/archive,0124-3551,"January-June 2011, 1(1) - present",,
"Revista de Administraçao d'Emprêsas",,,"June 1970, 10(22) - June 1970, 10(22)",,
"Revista de Análisis (Banco Central de Bolivia)",https://www.bcb.gob.bo/?q=pub_revista-analisis,2304-8875,"2016, 24 - present",,
"Revista de Análisis Económico",http://www.rae-ear.org/index.php/rae/issue/archive,0716-5927,"June 1994, 9(1) - present",,
"Revista de Econometria",,0101-7012,"April 1993, 13(1) - Nov. 1999, 19(2)",,"Brazilian Review of Econometrics"
"Revista de Economía",http://www.bcu.gub.uy/Estadisticas-e-Indicadores/Paginas/Revista-de-Economia.aspx,0797-5546,"May 2001, 8(1) - present",,
"Revista de Economia Aplicada",,1133-455X,"Spring 1993, 1(1) - 2018, 26(78)",,"Applied Economic Analysis"
"Revista de Economia Contemporânea",http://www.scielo.br/scielo.php?pid=1415-9848&script=sci_issues,1415-9848,"January-April 2012, 16(1) - present",,
"Revista de Economía del Caribe",https://rcientificas.uninorte.edu.co/index.php/economia/issue/archive,2011-2106,"March 2008, 1 - present",,
"Revista de Economia del Rosario",http://www.urosario.edu.co/economia/ur/RER/Revista-de-Economia-del-Rosario/,0123-5362,"Jan. 1998, 1(1) - present",,
"Revista de Economia e Sociologia Rural",http://www.revistasober.org/en/edicoes.php,0103-2003,"January-March 2009, 47(1) - present",,
"Revista de Economía Financiera",,1697-9761,"November 2003, (1) - 2nd Quadrimester 2010, (21)",,"Spanish Review of Financial Economics"
"Revista de Economía Institucional",http://www.economiainstitucional.com/esp/resumenes/index.htm,0124-5996,"Nov. 1999, (1) - present",,
"Revista de Economía Laboral",http://www.aeet-rel.es/index.php/rel/issue/archive,1698-451X,"2015, 12(1) - present",,
"Revista de Economía Mundial",http://uhu.es/publicaciones/ojs/index.php/REM/index,1576-0162,"2003, (8) - present",,
"Revista de Economia Política",,0101-3157,"Jan.-March 1994, 14(1) - Jan.-March 2000, 20(1)",,
"Revista de Economía Política de Buenos Aires",https://ojs.econ.uba.ar/index.php/REPBA/issue/archive,1850-6933,"2019, 13(18) - present",,
"Revista de Economia Política/Brazilian Journal of Political Economy",,0101-3157,"April-June 2000, 20(2) - October-December 2019, ()",,"Brazilian Journal of Political Economy"
"Revista de Economía (Universidad Autónoma de Yucatán)",http://www.revista.economia.uady.mx/index.php/reveco,0188-266X,"January-June 2012, 29(78) - present",,
"Revista de Empresa Familiar",,2174-2529,"May 2011, 1(1) - May 2015, 5(1)",,"European Journal of Family Business"
"Revista de Estudios Cooperativos",https://revistas.ucm.es/index.php/REVE,1135-6618,"1st Quadrimester 2007, (91) - present",,
"Revista de Estudios Regionales",http://www.revistaestudiosregionales.com/contenido/archivo,0213-7585,"April 2005, (72) - present",,
"Revista de Historia Económica",,0212-6109,"Special Issue 1999, 17 - December 2014, 32(3)",,"Revista de Historia Economica/Journal of Iberian and Latin American History"
"Revista de Historia Economica/Journal of Iberian and Latin American History",http://journals.cambridge.org/action/displayBackIssues?jid=RHE,0212-6109,"March 2015, 33(1) - present","Revista de Historia Económica",
"Revista de Historia Industrial",http://www.raco.cat/index.php/HistoriaIndustrial/issue/archive,1132-7200,"1997, (11) - present",,
"Revista de Métodos Cuantitativos para la Economía y la Empressa/Journal of Quantitative Methods for Economics and Business Administration",https://www.upo.es/revistas/index.php/RevMetCuant/issue/archive,1886-516X,"June 2006, 1 - present",,
"Revista EAN",http://journal.ean.edu.co/index.php/Revista/issue/archive,0120-8160,"January-April 2009, (65) - present",,
"Revista Española de Economía",,0210-1025,"1985, 2(1) - 1998, 15(3)",,"Spanish Economic Review"
"Revista Europea de Direcció y Economía de la Empresa",http://www.aedem-virtual.com/en/journal/redee/numbers,1019-6838,"2010, 19(1) - present",,
"Revista Facultad de Ciencias Económicas: Investigación y Reflexión",https://revistas.unimilitar.edu.co/index.php/rfce/issue/archive,0121-6805,"June 2007, 15(1) - present",,
"Revista Finanzas y Política Económica",https://revfinypolecon.ucatolica.edu.co/issue/archive,2248-6046,"January-June 2009, 1(1) - present",,
"Revista Internacional Administración and Finanzas",http://www.theibfr.com/riafsample.htm,1933-608X,"2010, 3(1) - 2017, 10(6)",,
"Revista Mexicana de Economia y Finanzas/Mexican Journal of Economics and Finance",http://www.remef.org.mx/index.php/remef/issue/archive,1665-5346,"January-June 2012, 7(1) - present",,
"Revista Nicolaita de Estudios Económicos",http://rnee.umich.mx/index.php/RNEE/issue/archive,1870-5464,"January-June 2012, 7(1) - present",,
"Revista Portuguesa de Estudos Regionais",https://www.review-rper.com/index.php/rper/issue/archive,1645-586X,"2003, (1) - present",,
"Revista Universitaria Europea",http://www.revistarue.eu/rue5.htm,1139-5796,"1st Semester 2010, (12) - present",,
"Revue Canadienne des Sciences de l'Administration/Canadian Journal of Administrative Sciences",https://onlinelibrary.wiley.com/toc/19364490/2022/39/1,0825-0383,"March 1995, 12(1) - present",,
"Revue d'Economie du Développement",http://www.cairn.info/revue-d-economie-du-developpement.htm,1245-4060,"1993, (1) - present",,
"Revue d'Economie Financière",https://www.cairn.info/revue-d-economie-financiere.htm,0987-3368,"Jan. 1999, (51) - present",,
"Revue d'Economie Industrielle",http://www.cairn.info/revue-d-economie-industrielle.htm,0154-3229,"3rd Trimester 1977, (1) - present",,
"Revue d'Economie Politique",http://www.cairn.info/revue-d-economie-politique.htm,0373-2630,"Jan.-Feb. 1974, 84(1) - present",,
"Revue d'Economie Regionale et Urbaine",http://www.cairn.info/revue-d-economie-regionale-et-urbaine.htm,0180-7307,"1996, (1) - present",,
"Revue d'Etudes Comparatives Est–Ouest",,0338-0599,"March 1998, 29(1) - June 2008, 39(2)",,
"Revue d'Etudes en Agriculture et Environnement/Review of Agricultural and Environmental Studies",,1966-9607,"2008, (86) - 2015, 96(4)","Cahiers d'Economie et Sociologie Rurales","Review of Agricultural, Food and Environmental Studies"
"Revue d'Histoire de la Pensée Économique/Journal of the History of Economic Thought",https://classiques-garnier.com/journal-of-the-history-of-economic-thought.html,2496-4646,"2016, 1(1) - present",,
"Revue de L'OFCE",https://www.cairn.info/revue-de-l-ofce.htm,1265-9576,"Jan. 1997, (60) - present",,
"Revue de la Régulation",http://regulation.revues.org,1957-7796,"June 2007, (1) - present",,
"Revue de Philosophie Economique",,1376-0971,"2000, (1) - 2006, (14)",,"Revue de Philosophie Economique/Review of Economic Philosophy"
"Revue de Philosophie Economique/Review of Economic Philosophy",http://www.cairn.info/revue-de-philosophie-economique.htm,1376-0971,"June 2007, 8(1) - present","Revue de Philosophie Economique",
"Revue de Science Financière",,,"Jan.-March 1975, 67(1) - Oct.-Dec. 1977, 69(4)",,
"Revue Economique",https://www.cairn.info/revue-economique.htm,0035-2764,"March 1969, 2(2) - present",,
"Revue Finance Contrôle Stratégie",http://fcs.revues.org/,1287-1141,"March 1998, 1(1) - present",,
"Revue Française d'Economie",http://www.cairn.info/revue-francaise-d-economie.htm,0769-0479,"Winter 1998, 13(1) - present",,
"Revue Française de Gestion",http://rfg.e-revues.com/acceuil.jsp,0338-4551,"Jan.-Feb. 1997, (112) - Nov.-Dec. 2000, (131)",,
"Revue Française de Socio-économie",http://www.cairn.info/revue-francaise-de-socio-economie.htm,1966-6608,"1st Semester 2008, (1) - present",,
"Revue Internationale des Études du Développement",https://www.cairn.info/revue-tiers-monde.htm,2554-3415,"2017, (229) - present","Revue Tiers Monde",
"Revue interventions economiques/Papers in Political Economy",http://interventionseconomiques.revues.org/?lang=en,1710-7377,"2012, (44) - present",,
"Revue Roumaine des Sciences Sociales; Série Sciences Economiques",,0035-404X,"1969, 13(1) - 1974, 18(2)",,
"Revue Tiers Monde",,1293-8882,"January-March 2008, 49(193) - October-December 2016, (228)",,"Revue Internationale des Études du Développement"
"Ricerche Economiche",,0035-5054,"Jan.-Mar. 1985, 39(1) - Dec. 1996, 50(4)",,"Research in Economics"
"RISEC: International Review of Economics and Business",,0035-6751,"March 1997, 44(1) - present","Rivista Internazionale di Scienze Economiche e Commerciali","International Review of Economics"
"Risk and Decision Analysis",http://content.iospress.com/journals/risk-and-decision-analysis/6/1,1569-7371,"2009, 1(1) - present",,
"Risk Decision and Policy",,1357-5309,"April 1997, 2(1) - December 2002, 7(3)",,
"Risk Governance and Control: Financial Markets and Institutions",http://virtusinterpress.org/-Risk-Governance-and-Control-.html,2077-429X,"2011, 1(1) - 2016, 6(4)",,
Risks,http://www.mdpi.com/journal/risks,2227-9091,"June 2013, 1(1) - present",,
Risparmio,http://www.ilrisparmioreview.it/,0035-5615,"March 2008, 56(1) - present",,
"Rivista Bancaria-Minerva Bancaria",https://rivistabancaria.it/pubblicazioni/rivista-bancaria-minerva-bancaria/,1594-7556,"January-April 2009, 65(1-2) - present",,
"Rivista di Economia Agraria",http://www.francoangeli.it/riviste/sommario.asp?anno=2012&idRivista=174&lingua=en,0035-6190,"March 2004, 59(1) - 2012, 67(3)",,
"Rivista di Politica Economica",http://www.rivistapoliticaeconomica.it,0035-6468,"Oct. 1978, 68(1) - Aug.-Sept. 1986, 76(8-9); January 1996, 86(1) - present",,
"Rivista di Statistica Applicata",,,"Jan.-Feb.-March 1978, 11(1) - Jan.-Feb.-March 1979, 12(1)",,
"Rivista di Storia Economica, N.S.",http://www.rivisteweb.it/issn/0393-3415,0393-3415,"Feb. 1986, 3(1) - present",,
"Rivista Economica del Mezzogiorno",https://www.rivisteweb.it/issn/1120-9534,1120-9534,"2006, 20(1-2) - present",,
"Rivista Internazionale di Scienze Economiche e Commerciali",,0035-6751,"February 1956, 3(1) - October-December 1996, 43(4)",,"RISEC: International Review of Economics and Business"
"Rivista Internazionale di Scienze Sociali",https://riss.vitaepensiero.it/,0035-676X,"Jan.-March 1996, 104(1) - present",,
"Rivista Italiana degli Economisti",,1593-8662,"April 1996, 1(1) - December 2014, 19(3)",,"Italian Economic Journal"
"Romanian Economic and Business Review",http://www.rebe.rau.ro/volume.html,1842-2497,"June 2006, 1(1) - present",,
"Romanian Economic Journal",http://www.rejournal.eu/issues_archive,1454-4296,"2009, 31(1) - present",,
"Romanian Journal of Economic Forecasting",http://www.ipe.ro/rjef.htm,1582-6163,"2009, 10(1) - present",,
"Romanian Journal of Fiscal Policy",http://www.rjfp.ro/index.php?page=archive,2069-0983,"July-December 2010, 1(1) - present",,
"RSF: The Russell Sage Foundation Journal of the Social Sciences",https://www.rsfjournal.org/content/by/year,2377-8253,"November 2015, 1(1) - present",,
"Russian and East European Finance and Trade",,1061-2009,"Spring 1992, 28(1) - May-June 2002, 38(3)","Soviet and Eastern European Foreign Trade","Emerging Markets Finance and Trade"
"Russian Economic Trends",,0967-0793,"1999, 8(1) - 2002, 11(4)",,
"Russian Journal of Economics",https://rujec.org/issues,2618-7213,"2015, 1(1) - present",,
"Savings and Development",http://www.unibg.it/sanddjournal,0393-4551,"2008, 32(1) - 2016, 40(1)",,
"Scandinavian Economic History Review",http://www.tandfonline.com/loi/sehr20,0358-5522,"1953, 1(1) - present",,
"Scandinavian Journal of Economics",https://onlinelibrary.wiley.com/loi/14679442,0347-0520,"1976, 78(1) - present","Swedish Journal of Economics",
"Schmalenbach Business Review",https://link.springer.com/journal/volumesAndIssues/41464,1439-2917,"January 2010, 62(1) - October 2020, 72(4)",,
"Schmalenbach Journal of Business Research",https://link.springer.com/journal/volumesAndIssues/41471,2366-6153,"March 2021, 73(1) - present","Schmalenbachs Zeitschrift fur betriebswirtschaftliche Forschung",
"Schmalenbachs Zeitschrift fur betriebswirtschaftliche Forschung",,0341-2687,"February 2010, 62(1) - December 2020, 72(4)",,"Schmalenbach Journal of Business Research"
"Schmollers Jahrbuch für Wirtschafts– und Sozialwissenschaften",,,"1969, 89(1) - 1971, 91(6)",,"Zeitschrift für Wirtschafts- und Sozialwissenschaften"
"Schmollers Jahrbuch: Journal of Contextual Economics",http://ejournals.duncker-humblot.de/loi/schm,1439-121X,"2016, 136(1) - present",,
"Schmollers Jahrbuch: Zeitschrift für Wirtschafts- und Sozialwissenschaften/Journal of Applied Social Science Studies",http://ejournals.duncker-humblot.de/loi/schm,1439-121X,"2000, 120(1) - 2015, 135(4)","Zeitschrift für Wirtschafts- und Sozialwissenschaften",
"School of Public Policy Publication",https://journalhosting.ucalgary.ca/index.php/sppp/issue/archive,2560-8312,"2018, 11 - present",,
"Schweizerische Nationalbank Quartalsheft",http://www.snb.ch/de/iabout/pub/oecpub/id/pub_oecpub_quartbul,1423-3789,"March 1995, 13(1) - September 2005, 23(3)",,
"Schweizerische Zeitschrift für Volkswirtschaft und Statistik/Swiss Journal of Economics and Statistics",,0303-9692,"December 1969, 105(4) - 2017, 153(4)",,"Swiss Journal of Economics and Statistics"
"Science and Society",http://guilfordjournals.com/loi/siso,0036-8237,"1937, 1(2) - present",,
"Scientific Annals of Economics and Business",http://saeb.feaa.uaic.ro/index.php/saeb/issue/archive,2501-1960,"2016, 63(1) - present","Scientific Annals of the ""Alexandru Ioan Cuza"" University of Iasi",
"Scientific Annals of the ""Alexandru Ioan Cuza"" University of Iasi",,0379-7864,"2009, 56 - 2015, 62",,"Scientific Annals of Economics and Business"
"Scienze Regionali/Italian Journal of Regional Science",https://www.rivisteweb.it/issn/1720-3929,1720-3929,"2002, (2) - present",,
"Scottish Journal of Political Economy",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-9485,0036-9292,"March 1954, 1(1) - present",,
"SEER. South-East Europe Review for Labour and Social Affairs",https://www.nomos-elibrary.de/zeitschrift/1435-2869,1435-2869,"2019, 22(1) - present",,
"Semestre Económico",http://revistas.udem.edu.co/index.php/economico/issue/archive,0120-6346,"January-June 2009, 12(23) - present",,
"Seoul Journal of Economics",http://www.sje.ac.kr/,1225-0279,"Spring 1992, 5(1) - present",,
SERIEs,https://link.springer.com/journal/volumesAndIssues/13209,1869-4187,"March 2010, 1(1-2) - present","Investigaciones Economicas",
Sinapsis,https://app.eam.edu.co/ojs/index.php/sinapis/issue/archive,2145-969X,"2009, 1(1) - present",,
"Singapore Economic Review",http://www.worldscientific.com/loi/ser,0217-5908,"April 1983, 28(1) - present","Malayan Economic Review",
"Sloan Management Review",,0019-848X,"Fall 1974, 16(1) - Fall 1984, 26(1)",,
"Small Business Economics",https://link.springer.com/journal/volumesAndIssues/11187,0921-898X,"March 1992, 4(1) - present",,
"Small Business International Review",https://sbir.upct.es/index.php/sbir/issue/archive,2531-0046,"July-December 2017, 1(1) - present",,
